Name	Source	CR	Type	Size	PP	Image	Token	Named
Bariaur Wanderer	Planescape: Adventures in the Multiverse	3	Celestial	M				FALSE
Barkburr	Quests from the Infinite Staircase	3	Plant	S				FALSE
Barlgura	Monster Manual (2014)	5	Fiend	L				FALSE
Barlgura (summoner variant)	Monster Manual (2014)	5	Fiend	L				FALSE
Barnacle Bess	Ghosts of Saltmarsh	0.125	Beast	M				FALSE
Barnibus Blastwind	Waterdeep: Dragon Heist	2	Humanoid	M				TRUE
Barovian Witch	Curse of Strahd	0.5	Humanoid	M				FALSE
Barrowghast	Bigby Presents: Glory of the Giants	7	Undead	H				FALSE
Basilisk	Basic Rules (2014)	3	Monstrosity	M	9	https://www.dndbeyond.com/avatars/thumbnails/30761/974/1000/1000/638061102119934833.png	jxk9b	FALSE
Basilisk (Infant)	Out of the Abyss	0	Monstrosity	T				FALSE
Basilisk (Young)	Out of the Abyss	1	Monstrosity	S				FALSE
Bastet Temple Cat	Tome of Beasts 1	1	Monstrosity	S				FALSE
Bastian Thermandar	Princes of the Apocalypse	8	Humanoid	M				TRUE
Bat	Basic Rules (2014)	0	Beast	T	11	https://www.dndbeyond.com/avatars/thumbnails/43938/918/1000/1000/638607409599142805.png	z7w7c	FALSE
Bat Hound	The Crooked Moon Part Two: Monsters & Adventure Campaign	1	Monstrosity	M				FALSE
Battleforce Angel	Guildmasters' Guide to Ravnica	5	Celestial	M				FALSE
Battlehammer Dwarf	Icewind Dale: Rime of the Frostmaiden	0.5	Humanoid	M				FALSE
Bavlorna Blightstraw	The Wild Beyond the Witchlight	7	Fey	M				TRUE
Bayou Beast	The Crooked Moon Part Two: Monsters & Adventure Campaign	6	Elemental	L				FALSE
Bear King	Tome of Beasts 1	12	Fey	M				FALSE
Bearded Devil	Basic Rules (2014)	3	Fiend (devil)	M	10	https://www.dndbeyond.com/avatars/thumbnails/30781/994/1000/1000/638061947703806001.png	y3w57	FALSE
Bearded Devil (Summoner Variant)	Monster Manual (2014)	3	Fiend	M				FALSE
Bearfolk	Tome of Beasts 1	3	Humanoid	M				FALSE
Bearfolk Druid	Book of Ebon Tides	6	Humanoid	M				FALSE
Bearfolk Thunderstomper	Book of Ebon Tides	6	Humanoid	M				FALSE
Beast Gnoll	Lairs of Etharis	0.125	Humanoid	M				FALSE
Beast of Malar	Forgotten Realms: Adventures in Faerûn	11	Monstrosity	M				FALSE
Beetle Knight	Monsters of Drakkenheim	4	Monstrosity	L				FALSE
Beggar Ghoul	Tome of Beasts 1	0.5	Undead	M				FALSE
Beheaded Vengeful Spirit	Tome of Beasts 1	4	Undead	M				FALSE
Behir	Basic Rules (2014)	11	Monstrosity	H	16	https://www.dndbeyond.com/avatars/thumbnails/30761/978/1000/1000/638061102241924981.png	vpdmw	FALSE
Beholder	Monster Manual (2014)	13	Aberration	L				FALSE
Beholder Zombie	Monster Manual (2014)	5	Undead	L				FALSE
Behtu	Tome of Beasts 1	2	Humanoid	S				FALSE
Bel	Baldur's Gate: Descent into Avernus	25	Fiend	L				TRUE
Belak the Outcast	Tales from the Yawning Portal	2	Humanoid	M				TRUE
Belashyrra	Eberron: Rising from the Last War	22	Aberration	M				TRUE
Beldora	Storm King's Thunder	0	Humanoid	M				FALSE
Beledros Witherbloom	Strixhaven: A Curriculum of Chaos	24	Dragon	G				FALSE
Belfray	Monsters of Drakkenheim	6	Monstrosity	M				FALSE
Beli	Tome of Beasts 1	2	Fey	S				FALSE
Berbalang	Mordenkainen's Tome of Foes	2	Aberration	M				FALSE
Bereginyas	Tome of Beasts 1	4	Fey	T				FALSE
Berlain Shadowdusk	Waterdeep: Dungeon of the Mad Mage	12	Aberration	M				TRUE
Bernice Blatherwick	Humblewood Tales	0.125	Humanoid	M				TRUE
Berserker	Basic Rules (2014)	2	Humanoid	M				FALSE
Berstuc Demon	Tome of Beasts 1	11	Fiend	L				FALSE
Bervis	Humblewood Tales	0	Humanoid	S				FALSE
Bheur Hag	Mordenkainen Presents: Monsters of the Multiverse	7	Fey	M				FALSE
Big Linda	Dungeons of Drakkenheim	9	Beast	H				TRUE
Big Xorn	Waterdeep: Dungeon of the Mad Mage	8	Elemental	L				FALSE
Bigger Linda	Monsters of Drakkenheim	20	Aberration	G				TRUE
Biha Babir	Forgotten Realms: Adventures in Faerûn	12	Elemental	L				FALSE
Biomancer	Guildmasters' Guide to Ravnica	10	Humanoid	M				FALSE
Birch Siren	Book of Ebon Tides	11	Plant	L				FALSE
Birdfolk Thug	Humblewood Tales	0.5	Humanoid	M				FALSE
Bita	Humblewood Tales	0.125	Humanoid	M				TRUE
Bjornhild Solvigsdottir	Icewind Dale: Rime of the Frostmaiden	5	Humanoid	M				TRUE
Black Abishai	Mordenkainen's Tome of Foes	7	Fiend	M				FALSE
Black Bear	Basic Rules (2014)	0.5	Beast	M	13	https://www.dndbeyond.com/avatars/thumbnails/43938/930/1000/1000/638607409968563176.png	zwvna	FALSE
Black Dragon Wyrmling	Basic Rules (2014)	2	Dragon	M	14	https://www.dndbeyond.com/avatars/thumbnails/16/496/1000/1000/636376308217017511.jpeg	mqkse	FALSE
Black Earth Cultist	Storm King's Thunder	2	Humanoid	M				FALSE
Black Earth Guard	Princes of the Apocalypse	2	Humanoid	M				FALSE
Black Earth Priest	Princes of the Apocalypse	3	Humanoid	M				FALSE
Black Gauntlet of Bane	Baldur's Gate: Descent into Avernus	6	Humanoid	M				FALSE
Black Greatwyrm	Fizban's Treasury of Dragons	27	Dragon	G				FALSE
Black Guard Drake	Mordenkainen Presents: Monsters of the Multiverse	2	Dragon	M				FALSE
Black Knight Commander	Tome of Beasts 1	5	Humanoid	M				FALSE
Black Pudding	Basic Rules (2014)	4	Ooze	L	8	https://www.dndbeyond.com/avatars/thumbnails/30834/144/1000/1000/638063882400735307.png	b6wam	FALSE
Black Rose Bearer	Vecna: Eve of Ruin	6	Undead	M				FALSE
Black Stirge	Tales from the Shadows	0.125	Beast	T				FALSE
Black Viper	Waterdeep: Dragon Heist	5	Humanoid	M				FALSE
Blackguard	Mordenkainen Presents: Monsters of the Multiverse	8	Humanoid	M				FALSE
Blackjack Mel	Monsters of Drakkenheim	2	Humanoid	M				TRUE
Blade Lieutenant	Vecna: Eve of Ruin	9	Construct	M				FALSE
Blade Scout	Vecna: Eve of Ruin	7	Construct	M				FALSE
Blagothkus	Tyranny of Dragons	9	Giant	H				TRUE
Blazebear	Vecna: Eve of Ruin	12	Monstrosity	L				FALSE
Bleak Cabal Void Soother	Planescape: Adventures in the Multiverse	3	Humanoid	M				FALSE
Blemmyes	Tome of Beasts 1	8	Monstrosity	L				FALSE
Blink Dog	Basic Rules (2014)	0.25	Fey	M	13	https://www.dndbeyond.com/avatars/thumbnails/30849/285/1000/1000/638064498679906765.png	c5dck	FALSE
Blistercoil Weird	Guildmasters' Guide to Ravnica	4	Elemental	M				FALSE
Bloated Delerium Dreg	Dungeons of Drakkenheim	0.5	Aberration	M				FALSE
Bloated Dreg	Monsters of Drakkenheim	1	Aberration	M				FALSE
Bloated Hive	Monsters of Drakkenheim	4	Monstrosity	M				FALSE
Blood Drinker Vampire	Guildmasters' Guide to Ravnica	8	Undead	M				FALSE
Blood Hag	Tome of Beasts 1	11	Fey	M				FALSE
Blood Hawk	Basic Rules (2014)	0.125	Beast	S	14		whvr2	FALSE
Blood Hunter	Explorer's Guide to Wildemount	5	Humanoid	M				FALSE
Blood Leech	Monsters of Drakkenheim	1	Monstrosity	T				FALSE
Blood Witch	Guildmasters' Guide to Ravnica	7	Humanoid	M				FALSE
Blood-Toll Harpy	Mythic Odysseys of Theros	0.125	Monstrosity	M				FALSE
Bloodbonded	Lairs of Etharis	4	Monstrosity	M				FALSE
Bloodfray Giant	Guildmasters' Guide to Ravnica	6	Giant	H				FALSE
Bloodmire Treant	The Griffon's Saddlebag: Book Two	5	Plant	H				FALSE
Blue Abishai	Mordenkainen Presents: Monsters of the Multiverse	17	Fiend	M				FALSE
Blue Dragon Wyrmling	Basic Rules (2014)	3	Dragon	M	14	https://www.dndbeyond.com/avatars/thumbnails/21222/242/1000/1000/637708181281501343.jpeg	jvv3x	FALSE
Blue Greatwyrm	Fizban's Treasury of Dragons	27	Dragon	G				FALSE
Blue Guard Drake	Mordenkainen Presents: Monsters of the Multiverse	2	Dragon	M				FALSE
Blue Slaad	Monster Manual (2014)	7	Aberration	L				FALSE
Blue Slaad (control gem variant)	Monster Manual (2014)	7	Aberration	L				FALSE
Boar	Basic Rules (2014)	0.25	Beast	M	9	https://www.dndbeyond.com/avatars/thumbnails/43938/952/1000/1000/638607410436443314.png	ybuq6	FALSE
Bodak	Mordenkainen Presents: Monsters of the Multiverse	6	Undead	M				FALSE
Body Snatcher	Monsters of Drakkenheim	8	Undead	L				FALSE
Bodytaker Plant	Van Richten's Guide to Ravenloft	7	Plant	H				FALSE
Boggle	Mordenkainen Presents: Monsters of the Multiverse	0.125	Fey	S				FALSE
Bojack	Monsters of Drakkenheim	5	Monstrosity	L				FALSE
Bol'bara	Explorer's Guide to Wildemount	3	Humanoid	S				TRUE
Boloti	Tome of Beasts 1	1	Fey	T				FALSE
Bone Collective	Tome of Beasts 1	8	Undead	S				FALSE
Bone Crab	Tome of Beasts 1	0.5	Beast	S				FALSE
Bone Devil	Basic Rules (2014)	9	Fiend (devil)	L	12	https://www.dndbeyond.com/avatars/thumbnails/30781/997/1000/1000/638061947836745919.png	2dacm	FALSE
Bone Devil (Polearm Variant)	Monster Manual (2014)	9	Fiend	L				FALSE
Bone Devil (Summoner Variant)	Monster Manual (2014)	9	Fiend	L				FALSE
Bone Knight	Eberron: Rising from the Last War	5	Humanoid	M				FALSE
Bone Naga	Monster Manual (2014)	4	Undead	L				FALSE
Bone Roc	Vecna: Eve of Ruin	8	Undead	H				FALSE
Bone Swarm	Tome of Beasts 1	10	Undead	L				FALSE
Bone Trader	Lairs of Etharis	1	Fey	M				FALSE
Bone Whelk	Baldur's Gate: Descent into Avernus	0.25	Monstrosity	L				FALSE
Boneclaw	Mordenkainen Presents: Monsters of the Multiverse	12	Undead	L				FALSE
Boneflayer	The Crooked Moon Part Two: Monsters & Adventure Campaign	6	Monstrosity	L				FALSE
Boneless	Van Richten's Guide to Ravenloft	1	Undead	M				FALSE
Bonepowder Ghoul	Tome of Beasts 1	12	Undead	S				FALSE
Boogleswarm	The Crooked Moon Part Two: Monsters & Adventure Campaign	2	Fey	L				FALSE
Borborygmos	Guildmasters' Guide to Ravnica	18	Giant	H				TRUE
Bore Worm	Waterdeep: Dungeon of the Mad Mage	16	Construct	G				FALSE
Borthak	Vecna: Eve of Ruin	15	Monstrosity	H				FALSE
Boss Augustus	The Book of Many Things	9	Monstrosity	M				TRUE
Boss Delour	The Book of Many Things	9	Monstrosity	S				TRUE
Bouda	Tome of Beasts 1	5	Fiend	M				FALSE
Bozak Draconian	Dragonlance: Shadow of the Dragon Queen	2	Monstrosity	M				FALSE
Brackish Trudge	Strixhaven: A Curriculum of Chaos	3	Plant	L				FALSE
Brahma Lutier	Acquisitions Incorporated	2	Humanoid	M				FALSE
Brain Breaker	Phandelver and Below: The Shattered Obelisk	12	Aberration	L				FALSE
Brain in a Jar	Icewind Dale: Rime of the Frostmaiden	3	Undead	S				FALSE
Brain in Iron	Infernal Machine Rebuild	6	Construct	L				FALSE
Bramble Creeper	The Griffon's Saddlebag: Book Two	3	Plant	L				FALSE
Brass Dragon Wyrmling	Basic Rules (2014)	1	Dragon	M	14	https://www.dndbeyond.com/avatars/thumbnails/30782/475/1000/1000/638061963543984454.png	jd4ng	FALSE
Brass Greatwyrm	Fizban's Treasury of Dragons	28	Dragon	G				FALSE
Braxat	Spelljammer: Adventures in Space	9	Giant	H				FALSE
Breath Drinker	The Book of Many Things	14	Aberration	M				FALSE
Briar Troll	Tales from the Shadows	7	Giant	L				FALSE
Bridesmaid of Zuggtmoy	Out of the Abyss	0.125	Plant	M				FALSE
Brigganock	The Wild Beyond the Witchlight	0.125	Fey	T				FALSE
Brimstone Drake	The Griffon's Saddlebag: Book Two	7	Fiend	L				FALSE
Bristled Moorbounder	Explorer's Guide to Wildemount	3	Beast	L				FALSE
Broken King Antigonos	Mythic Odysseys of Theros	3	Monstrosity	L				TRUE
Brontosaurus	Mordenkainen Presents: Monsters of the Multiverse	5	Beast	G				FALSE
Bronze Dragon Wyrmling	Basic Rules (2014)	2	Dragon	M	14	https://www.dndbeyond.com/avatars/thumbnails/16/492/1000/1000/636376306909593829.jpeg	7neu7	FALSE
Bronze Greatwyrm	Fizban's Treasury of Dragons	28	Dragon	G				FALSE
Bronze Sable	Mythic Odysseys of Theros	1	Construct	M				FALSE
Bronze Scout	Mordenkainen's Tome of Foes	1	Construct	M				FALSE
Bronzefume	Princes of the Apocalypse	13	Dragon	G				FALSE
Broodiken	Tome of Beasts 1	1	Construct	T				FALSE
Broom of Animated Attack	Curse of Strahd	0.25	Construct	S				FALSE
Brown Bear	Basic Rules (2014)	1	Beast	L	13	https://www.dndbeyond.com/avatars/thumbnails/43939/60/1000/1000/638607413478213174.png	rx6gf	FALSE
Brown Scavver	Spelljammer: Adventures in Space	4	Monstrosity	L				FALSE
Brughor Axe-Biter	Lost Mine of Phandelver	0.5	Humanoid	M				TRUE
Brusipha	The Book of Many Things	3	Humanoid	M				TRUE
Bucca	Tome of Beasts 1	0.5	Fey	T				FALSE
Bugbear	Basic Rules (2014)	1	Humanoid (goblinoid)	M	10	https://www.dndbeyond.com/avatars/thumbnails/31312/871/1000/1000/638084425511165687.png	yet6d	FALSE
Bugbear Chief	Monster Manual (2014)	3	Humanoid	M				FALSE
Bukavac	Tome of Beasts 1	9	Monstrosity	L				FALSE
Bulette	Basic Rules (2014)	5	Monstrosity	L	16	https://www.dndbeyond.com/avatars/thumbnails/30762/8/1000/1000/638061103017271419.png	5ks94	FALSE
Bulezau	Mordenkainen's Tome of Foes	3	Fiend	M				FALSE
Bullybird	Humblewood Tales	4	Humanoid	M				TRUE
Bullywug	Monster Manual (2014)	0.25	Humanoid	M				FALSE
Bullywug Croaker	Ghosts of Saltmarsh	2	Humanoid	M				FALSE
Bullywug Knight	The Wild Beyond the Witchlight	3	Humanoid	M				FALSE
Bullywug Royal	Ghosts of Saltmarsh	3	Humanoid	M				FALSE
Buraq	Tome of Beasts 1	11	Celestial	M				FALSE
Burlywhirl	Humblewood Tales	3	Humanoid	M				FALSE
Burnished Hart	Mythic Odysseys of Theros	2	Construct	M				FALSE
Burrowling	Tome of Beasts 1	0.5	Humanoid	S				FALSE
Burrowshark	Princes of the Apocalypse	4	Humanoid	M				FALSE
Butcher Dray, Three-Headed Ettin	The Griffon's Saddlebag: Book Two	23	Giant	H				TRUE
c'Naazo	Tales from the Shadows	8	Aberration	L				TRUE
Cackle	Humblewood Tales	2	Humanoid	M				TRUE
Cackler	Guildmasters' Guide to Ravnica	0.5	Fiend	S				FALSE
Cacophonous Chimera	Monsters of Drakkenheim	13	Monstrosity	H				FALSE
Cactid	Tome of Beasts 1	3	Plant	L				FALSE
Cadaver Collector	Mordenkainen Presents: Monsters of the Multiverse	14	Construct	L				FALSE
Cadwyll Piper	Humblewood Tales	4	Humanoid	S				TRUE
Cairnwight	Bigby Presents: Glory of the Giants	9	Undead	H				FALSE
Cambion	Monster Manual (2014)	5	Fiend	M				FALSE
Cambium	Tome of Beasts 1	14	Fiend	L				FALSE
Camel	Basic Rules (2014)	0.125	Beast	L	9	https://www.dndbeyond.com/avatars/thumbnails/43939/74/1000/1000/638607413887821584.png	9qnfp	FALSE
Camlash	Vecna: Eve of Ruin	22	Fiend	H				TRUE
Campestri	The Wild Beyond the Witchlight	0	Plant	T				FALSE
Candlelight Daemon	Lairs of Etharis	11	Fiend	M				FALSE
Canoloth	Mordenkainen Presents: Monsters of the Multiverse	8	Fiend	M				FALSE
Canopic Golem	Candlekeep Mysteries	13	Construct	L				FALSE
Caprathorn	Lairs of Etharis	21	Fiend	H				FALSE
Captain Ansom Lang	Monsters of Drakkenheim	8	Humanoid	M				TRUE
Captain Othelstan	Tyranny of Dragons	5	Humanoid	M				TRUE
Caradoc	Dragonlance: Shadow of the Dragon Queen	8	Undead	M				TRUE
Carrion Beetle	Tome of Beasts 1	4	Beast	L				FALSE
Carrion Crawler	Monster Manual (2014)	2	Monstrosity	L				FALSE
Carrion Ogre	Waterdeep: Dungeon of the Mad Mage	2	Giant	L				FALSE
Carrion Stalker	Van Richten's Guide to Ravenloft	3	Monstrosity	T	11	https://www.dndbeyond.com/avatars/thumbnails/17747/441/1000/1000/637568590125308812.jpeg	ymwj8	FALSE
Carrionette	Van Richten's Guide to Ravenloft	1	Construct	S				FALSE
Cartographer’s Agent	The Griffon's Saddlebag: Book Two	5	Humanoid	M				FALSE
Cassiok Shadowdusk	Waterdeep: Dungeon of the Mad Mage	12	Aberration	M				TRUE
Cat	Basic Rules (2014)	0	Beast	T	13	https://www.dndbeyond.com/avatars/thumbnails/43939/81/1000/1000/638607414147450285.png	b4drw	FALSE
Category 1 Krasis	Guildmasters' Guide to Ravnica	1	Monstrosity	M				FALSE
Category 2 Krasis	Guildmasters' Guide to Ravnica	6	Monstrosity	L				FALSE
Category 3 Krasis	Guildmasters' Guide to Ravnica	16	Monstrosity	H				FALSE
Caterpede	Humblewood Tales	0.125	Beast	M				FALSE
Cathus Gright	Humblewood Tales	3	Humanoid	M				TRUE
Catoblepas	Volo's Guide to Monsters	5	Monstrosity	L				FALSE
Caustic Charger	Tome of Beasts 1	7	Monstrosity	H				FALSE
Cavalier	Dungeons of Drakkenheim	5	Humanoid	M				FALSE
Cave Badger	Out of the Abyss	0.25	Beast	M				FALSE
Cave Bear	Monster Manual (2014)	2	Beast	L				FALSE
Cave Dragon Wyrmling	Tome of Beasts 1	2	Dragon	M				FALSE
Cave Fisher	Volo's Guide to Monsters	3	Monstrosity	M	12	https://www.dndbeyond.com/avatars/thumbnails/25746/208/1000/1000/637880557255655478.jpeg	gxbde	FALSE
Cavelight Moss	Tome of Beasts 1	4	Plant	L				FALSE
Centaur	Basic Rules (2014)	2	Monstrosity	L	13	https://www.dndbeyond.com/avatars/thumbnails/30762/233/1000/1000/638061114013567234.png	n49rf	FALSE
Centaur Mummy	Tales from the Yawning Portal	6	Undead	L				FALSE
Centaur Skeleton	Tal'Dorei Campaign Setting Reborn	2	Undead	L				FALSE
Centaur Skeleton (Variant)	Tal'Dorei Campaign Setting Reborn	2	Undead	L				FALSE
Centipede Hag	The Crooked Moon Part Two: Monsters & Adventure Campaign	10	Fey	M				FALSE
Ceratops	Bigby Presents: Glory of the Giants	9	Monstrosity	G				FALSE
Cerberus Pup	The Griffon's Saddlebag: Book Two	0.5	Monstrosity	T				FALSE
Cerberus Pup (Familiar Variant)	The Griffon's Saddlebag: Book Two	0.5	Monstrosity	T				FALSE
Cerebrograft	Monsters of Drakkenheim	9	Aberration	L				FALSE
Chain Devil	Basic Rules (2014)	8	Fiend	M	11	https://www.dndbeyond.com/avatars/thumbnails/30782/3/1000/1000/638061947960875906.png	b8684	FALSE
Chained Angel	Tome of Beasts 1	8	Celestial	M				FALSE
Chamberlain of Zuggtmoy	Out of the Abyss	2	Plant	L				FALSE
Champion	Volo's Guide to Monsters	9	Humanoid	M				FALSE
Champion of Gorm	Quests from the Infinite Staircase	2	Humanoid	M				FALSE
Champion of Madarua	Quests from the Infinite Staircase	2	Humanoid	M				FALSE
Champion of Ravens	Tal'Dorei Campaign Setting Reborn	21	Celestial	M				FALSE
Champion of Usamigaras	Quests from the Infinite Staircase	2	Humanoid	M				FALSE
Changeling	Eberron: Rising from the Last War	0.5	Humanoid	M				FALSE
Chantelle Redcliff, Mercantile Guildmaster (Variant)	The Griffon's Saddlebag: Book Two	4	Humanoid	M				TRUE
Chaos Quadrapod	Acquisitions Incorporated	4	Aberration	L				FALSE
Chaplain	Dungeons of Drakkenheim	6	Humanoid	M				FALSE
Chapped Brute	Lairs of Etharis	4	Humanoid	M				FALSE
Chapped Brute Abomination	Lairs of Etharis	9	Monstrosity	H				FALSE
Chardalyn Berserker	Icewind Dale: Rime of the Frostmaiden	4	Fiend	M				FALSE
Chardalyn Dragon	Icewind Dale: Rime of the Frostmaiden	11	Construct	H				FALSE
Charmayne Daymore	Keys from the Golden Vault	10	Elemental	M				FALSE
Chasme	Monster Manual (2014)	6	Fiend	L				FALSE
Chasme (summoner variant)	Monster Manual (2014)	6	Fiend	L				FALSE
Chelicerae	Tome of Beasts 1	7	Aberration	L				FALSE
Chemist	Monsters of Drakkenheim	13	Humanoid	M				FALSE
Chemystral	Monsters of Drakkenheim	12	Ooze	L				FALSE
Chernomoi	Tome of Beasts 1	1	Fey	T				FALSE
Chief Guh	Storm King's Thunder	5	Giant	H				TRUE
Chief Kartha-Kaya	Storm King's Thunder	4	Monstrosity	L				TRUE
Chief Nosnra	Tales from the Yawning Portal	8	Giant	H				TRUE
Child of the Briar	Tome of Beasts 1	1	Plant	T				FALSE
Chimera	Basic Rules (2014)	6	Monstrosity	L	18	https://www.dndbeyond.com/avatars/thumbnails/30762/236/1000/1000/638061114170787382.png	vy9na	FALSE
Chimeric Baboon	Icewind Dale: Rime of the Frostmaiden	0	Beast	S				FALSE
Chimeric Cat	Icewind Dale: Rime of the Frostmaiden	0	Beast	T				FALSE
Chimeric Fox	Icewind Dale: Rime of the Frostmaiden	0	Beast	T				FALSE
Chimeric Hare	Icewind Dale: Rime of the Frostmaiden	0	Beast	T				FALSE
Chimeric Rat	Icewind Dale: Rime of the Frostmaiden	0	Beast	T				FALSE
Chimeric Weasel	Icewind Dale: Rime of the Frostmaiden	0	Beast	T				FALSE
Chitine	Volo's Guide to Monsters	0.5	Monstrosity	S				FALSE
Chitinous Dreg	Monsters of Drakkenheim	4	Aberration	M				FALSE
Chitter	Monsters of Drakkenheim	4	Monstrosity	M				FALSE
Choker	Mordenkainen Presents: Monsters of the Multiverse	1	Aberration	S				FALSE
Choldrith	Mordenkainen Presents: Monsters of the Multiverse	3	Monstrosity	M				FALSE
Chort Devil	Tome of Beasts 1	12	Fiend	M				FALSE
Chorus	Monsters of Drakkenheim	3	Construct	H				FALSE
Christophe Laszlo	Humblewood Tales	0	Humanoid	M				TRUE
Chronalmental	Tome of Beasts 1	8	Elemental	L				FALSE
Chuul	Basic Rules (2014)	4	Aberration	L	14	https://www.dndbeyond.com/avatars/thumbnails/30762/240/1000/1000/638061114295167448.png	cevt6	FALSE
Chuul Spore Servant	Out of the Abyss	4	Plant	L				FALSE
Chwinga	Tomb of Annihilation	0	Elemental	T				FALSE
Chwinga Astronaut	Spelljammer: Adventures in Space	0	Elemental	T				FALSE
Cikavak	Tome of Beasts 1	0.125	Fey	T				FALSE
Cinder Hulk	Bigby Presents: Glory of the Giants	7	Elemental	L				FALSE
Cinderhild	Storm King's Thunder	2	Giant	L				TRUE
Cinderslag Elemental	Tal'Dorei Campaign Setting Reborn	8	Elemental	L				FALSE
Citadel Spider	Vecna: Eve of Ruin	18	Monstrosity	G				FALSE
Citrullus	Tome of Beasts 1	3	Plant	M				FALSE
City Watch Captain	Tome of Beasts 1	4	Humanoid	M				FALSE
Clapperclaw the Scarecrow	The Wild Beyond the Witchlight	0.5	Construct	S				FALSE
Clasp Cutthroat	Tal'Dorei Campaign Setting Reborn	3	Humanoid	M				FALSE
Clasp Enforcer	Tal'Dorei Campaign Setting Reborn	5	Humanoid	M				FALSE
Claugiyliamatar	Storm King's Thunder	22	Dragon	G				FALSE
Clawfoot	Eberron: Rising from the Last War	1	Beast	M				FALSE
Clay Gladiator	Tomb of Annihilation	5	Construct	M				FALSE
Clay Golem	Basic Rules (2014)	9	Construct	L	9	https://www.dndbeyond.com/avatars/thumbnails/30783/964/1000/1000/638062024732910911.png	wxuxb	FALSE
Cloaker	Basic Rules (2014)	8	Aberration	L	11	https://www.dndbeyond.com/avatars/thumbnails/30767/348/1000/1000/638061293461506894.png	jwk5m	FALSE
